Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt,Exp,Exp_std,Exp_zscore,Test plate #,Avg_plate,Min_plate,Max_plate
ASO457-480_WT_20210622,F13,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.1975447676109,2.8115849747149184,0.14243889216926128,0.11705612486195179,0.14419094594870624,39.0,,,
ASO457-480_WT_20210622,F14,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,9.925288405326498,1.5393286124305163,,0.11705612486195179,1.863159739756112,39.0,,,
ASO457-480_WT_20210622,F15,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.220640516723599,2.834680723827617,0.14017677819614757,0.11705612486195179,0.16671429228541343,39.0,,,
ASO457-480_WT_20210622,F16,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.366718252637401,2.98075845974142,0.1266783196024309,0.05842846413449748,0.3011153266857696,39.0,,,
ASO457-480_WT_20210622,F17,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.128624195415895,2.742664402519914,0.14940865177362248,0.05842846413449748,0.07479465941388655,39.0,,,
ASO457-480_WT_20210622,F18,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,13.074674773529502,4.68871498063352,0.03877538777691908,0.05842846413449748,1.176344515422336,39.0,,,
ASO457-480_MT_20210622,F13,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.279446420698498,3.164807214130688,0.11150596436046965,0.0312632285760925,0.5501598960629847,39.0,,,
ASO457-480_MT_20210622,F14,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,12.466275686139,4.351636479571189,0.04898091450537627,0.0312632285760925,0.9719539745369643,39.0,,,
ASO457-480_MT_20210622,F15,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.747594891707301,3.632955685139491,0.08060674160272814,0.0312632285760925,0.20205278764245113,39.0,,,
ASO457-480_MT_20210622,F16,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,12.812126620137501,4.697487413569691,0.038540326032985454,0.05497424819224256,1.2261203377447087,39.0,,,
ASO457-480_MT_20210622,F17,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.346788667288102,3.232149460720292,0.10642068789762289,0.05497424819224256,0.4263635958941179,39.0,,,
ASO457-480_MT_20210622,F18,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,10.876976738179298,2.762337531611488,0.1473850879183491,0.05497424819224256,1.4236036079670207,39.0,,,
ASO457-480_total_20210622,F13,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.396366186086102,3.968139295065491,0.06389561361715385,0.015581714393625198,0.013685473592247218,39.0,,,
ASO457-480_total_20210622,F14,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.646103595603599,4.217876704582988,0.053739372861278306,0.015581714393625198,0.8377382102918017,39.0,,,
ASO457-480_total_20210622,F15,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,10.995997046078102,3.567770155057492,0.08433234284910089,0.015581714393625198,1.726948846079635,39.0,,,
ASO457-480_total_20210622,F16,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.645828379933,4.21760148891239,0.053749625428805806,0.008617965534221752,0.8368787112878534,39.0,,,
ASO457-480_total_20210622,F17,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.567867017434299,4.139640126413688,0.056734097499858895,0.008617965534221752,0.5866827710513007,39.0,,,
ASO457-480_total_20210622,F18,ASO468_10,KQ2048_L21_7-08-6_10uM_P39,11.265900449500002,3.8376735584793913,0.06994314320062767,0.008617965534221752,0.5206653729590742,39.0,,,
ASO457-480_WT_20210622,F19,ASO468_3,KQ2048_L21_7-08-6_3uM_P39,9.650792902703,1.264833109807018,0.416147504292858,0.09175545805165625,0.6992346554924311,39.0,,,
ASO457-480_WT_20210622,F20,ASO468_3,KQ2048_L21_7-08-6_3uM_P39,9.300261469077501,0.9143016761815196,0.5306006410989226,0.09175545805165625,1.5273445773175078,39.0,,,
ASO457-480_WT_20210622,F21,ASO468_3,KQ2048_L21_7-08-6_3uM_P39,9.904056408916396,1.518096616020415,0.34914625031601054,0.09175545805165625,0.21445630217420816,39.0,,,
