,Experiment Name,SampleName,ASO Microsynth ID,Exp_zscore,Exp,Test plate #,Avg Exp,Avg Exp_zscore,Avg Exp_zscore range,Exp t_stat,Exp p_value,Exp dof,Tier
559,ASO169-192_WT_20210616,ASO181_3,KQ994_3,0.0151075482850816,1.2295720751350272,16.0,1.201852654891762,-0.28419125861229266,0.5683825172245853,-0.655190582287567,0.577414124314515,2.0780504022667086,
560,ASO169-192_MT_20210616,ASO182_10,KQ355_10,0.6204532315795999,4.934796682669619,16.0,5.646056638314964,-0.1224054217353721,0.24481084347074358,-0.27062071774457563,0.8015304711310618,3.5865092852702807,
561,ASO169-192_total_20210616,ASO182_10,KQ355_10,1.69106041437958,7.243794607850912,16.0,6.519502198727089,0.4514514635089908,0.9029029270179831,1.1379799263897843,0.3235381432987319,3.6923973278466713,
562,ASO169-192_WT_20210616,ASO182_10,KQ355_10,0.5752605658891812,6.984024356364105,16.0,6.761905223279172,0.2021114228898776,0.4042228457797567,0.45407283405011944,0.6771037535946967,3.4155347050635503,
563,ASO169-192_MT_20210616,ASO182_3,KQ355_3,0.7155479086450905,1.5093546040098849,16.0,2.1789152542281633,0.489119118083636,0.978238236167272,1.269160026258441,0.3273209253420307,2.0913603981830864,
564,ASO169-192_WT_20210616,ASO182_3,KQ355_3,0.6932802716108654,2.2117862672689848,16.0,2.7925492152301623,0.4089639684964944,0.8179279369929872,1.0021927499448526,0.4049205384907967,2.444541743183306,
565,ASO169-192_MT_20210616,ASO183_10,KQ354_10,1.0461621793040217,2.9505653282066984,16.0,1.7152341209651218,-0.38237617836494675,0.7647523567298937,-0.9225798457448393,0.44922582298425495,2.110050014378108,
566,ASO169-192_total_20210616,ASO183_10,KQ354_10,1.0904283301080115,2.299627092084898,16.0,1.4565152769063563,0.0919450183826236,0.183890036765248,0.2024710608221232,0.8498747160331792,3.8187117889190363,
567,ASO169-192_WT_20210616,ASO183_10,KQ354_10,0.1134563786380524,3.290358784301298,16.0,3.2057777350770293,-0.2711320747176568,0.5422641494353136,-0.6220930128702007,0.582587407078162,2.6898818915073326,
568,ASO169-192_MT_20210616,ASO184_3,KQ274_3,0.1753176493492393,2.117734499894524,16.0,1.9210676608468218,-0.5486300077718296,1.0972600155436587,-1.5038884941116002,0.24775859115748813,2.479569589267485,
569,ASO169-192_total_20210616,ASO184_3,KQ274_3,0.663194870763991,1.3972905020701951,16.0,1.8716514720116566,0.10223438146029531,0.204468762920591,0.22540229283059363,0.8327216631276981,3.997116701699661,
570,ASO169-192_WT_20210616,ASO184_3,KQ274_3,0.6664909908875131,2.602724379364452,16.0,2.0913743398005127,0.15404710982931288,0.3080942196586251,0.34241087059886105,0.7493782076754456,3.975530635512728,
571,ASO169-192_total_20210616,ASO185_3,KQ353_3,0.5895601959199049,1.3168134620781329,16.0,1.3132589621498998,0.5117473967792222,1.0234947935584493,1.3539334060297148,0.25248572649888223,3.7028298893509866,
572,ASO169-192_WT_20210616,ASO185_3,KQ353_3,0.5309160050657588,2.40797012970373,16.0,2.4745472639115644,0.469783927067302,0.939567854134604,1.2004021175078106,0.2962125854068757,3.999936077953905,
573,ASO169-192_WT_20210616,ASO186_10,KQ273_10,0.1728100419546616,1.4387451016999024,16.0,1.115510342846007,-0.6819650664382583,1.1366084440637638,-1.4910052050788472,0.23775190135322244,3.667103921941304,
574,ASO169-192_MT_20210616,ASO187_10,KQ995_10,0.1119617210724454,1.049660864600913,16.0,0.905935235412996,-0.6093717683346109,1.2187435366692214,-1.7930468140431468,0.1585079034572362,3.4603346622577145,
575,ASO169-192_MT_20210616,ASO188_10,KQ480_10,1.0955773612662745,0.572465692161891,16.0,0.6839217575624198,-0.3691309721183822,0.7382619442367644,-0.8842407454983017,0.44765854542246236,2.7226062267351328,
576,ASO169-192_total_20210616,ASO188_10,KQ480_10,0.1127193867842541,0.5749010145237394,16.0,0.5901352565619367,0.1541616054476857,0.3083232108953694,0.3426728359137947,0.7632304128312029,2.0920278911953605,
577,ASO169-192_WT_20210616,ASO188_10,KQ480_10,0.2476883190330975,1.1980384467740368,16.0,1.4185707649293349,0.5818753352506245,1.1637506705012481,1.6544936303724538,0.17444169928575934,3.9406803709421876,
578,ASO169-192_MT_20210616,ASO188_3,KQ480_3,1.21102247479757,0.6411149163644454,16.0,0.5820184534879927,0.4227891298856451,0.8455782597712902,1.045132978732332,0.3670312397235434,3.267468424175998,
579,ASO169-192_total_20210616,ASO188_3,KQ480_3,0.0007932990514883,0.3685763775624639,16.0,0.41808171868063226,0.5140885818653349,1.0281771637306705,1.3629946960607442,0.24491214044281154,3.9793536773217224,
580,ASO169-192_WT_20210616,ASO188_3,KQ480_3,0.9250962316558266,0.8535909137983954,16.0,0.7707699701364062,0.09579412122524951,0.19158824245049902,0.21103958543894258,0.8459011377754213,3.1181221771611978,
32,ASO1-24_total_20210611,ASO18_3,KQ282_3,0.581785791589464,1.2441860580085522,2.0,1.389377630095593,0.6146970803817956,1.2293941607635912,1.8216128996602134,0.16800990996644818,2.9373901934539566,
33,ASO1-24_WT_20210611,ASO18_3,KQ282_3,1.6647094894771457,1.1211723981172628,2.0,1.3859231941613972,-0.30736388173056267,0.6147277634611266,-0.7151572103762346,0.5225487886846393,3.2447280940164798,
581,ASO169-192_total_20210616,ASO190_10,KQ478_10,1.186758043333812,1.7655399225014208,16.0,1.4012689930277284,0.14762256110727265,0.295245122214544,0.3277385453235839,0.7602393012194769,3.8294840842803435,
582,ASO169-192_WT_20210616,ASO190_10,KQ478_10,0.8112563104538199,3.3968213889713885,16.0,2.846158772563662,-0.12696711160650706,0.2539342232130134,-0.28090125897187124,0.7928565271463808,3.9582739625904044,
583,ASO169-192_MT_20210616,ASO191_10,KQ477_10,0.4774159043906527,1.6912085269078925,16.0,1.6686590742939147,-0.5526152124221302,1.1052304248442595,-1.5210956808571825,0.23914085400549,2.5960225323123267,
584,ASO169-192_total_20210616,ASO191_10,KQ477_10,0.0708232891367121,1.27942594380833,16.0,1.1736702032654416,-0.36217810804511646,0.7243562160902324,-0.8644383785356217,0.4585233191992083,2.6480140200344797,
585,ASO169-192_WT_20210616,ASO191_10,KQ477_10,0.8748986558682318,2.169897104175914,16.0,2.5669192147389226,-0.19542957706153674,0.3908591541230735,-0.438327097288494,0.6939917686947585,2.6843129495337053,
586,ASO169-192_MT_20210616,ASO192_10,KQ296_10,1.4381485595022072,1.2548021495756745,16.0,0.8273253134103973,0.06310031832910834,0.126200636658217,0.13857732719866978,0.9003420778478342,2.4552084870384605,
587,ASO169-192_total_20210616,ASO192_10,KQ296_10,0.1952509149232984,0.8650828113149218,16.0,0.8423077714156916,-0.2857050452312742,0.5714100904625502,-0.6590584131133103,0.5656049419652487,2.491122839827975,
588,ASO169-192_WT_20210616,ASO192_10,KQ296_10,0.3946864390506711,0.6456737876169116,16.0,0.8213986781303083,0.4465461204335006,0.8930922408670008,1.1216973649049053,0.33317488736538575,3.4904644021664497,
589,ASO193-216_MT_20210616,ASO193_3,KQ954_3,0.1715285535576203,0.5453045743253492,17.0,0.53533133717231,-0.5093010926197598,1.0186021852395044,-1.3445259502048732,0.25129871210551846,3.920507104258763,
590,ASO193-216_total_20210616,ASO193_3,KQ954_3,0.8064836633915776,0.6708759578942113,17.0,0.6085421414503926,-0.33012544453832793,0.6602508890766579,-0.7757729017023075,0.49585974436443525,2.918769793989268,
591,ASO193-216_WT_20210616,ASO193_3,KQ954_3,1.780816517275398,0.886854822390174,17.0,1.0004205088149567,0.037081235304623344,0.07416247060924491,0.08130802383807345,0.942542576241386,2.018059209018235,
599,ASO193-216_MT_20210616,ASO195_3,KQ956_3,0.1784714201974045,0.524665352524405,17.0,0.511906555950799,-0.5830488935266652,1.1660977870533271,-1.6601257224684134,0.1734565230236886,3.932103908884266,
600,ASO193-216_total_20210616,ASO195_3,KQ956_3,1.2287417624019694,0.9701733710685084,17.0,0.8777036824992336,0.23537796607034753,0.47075593214069744,0.5337346387638144,0.6234464209090244,3.768024937977116,
601,ASO193-216_WT_20210616,ASO195_3,KQ956_3,0.4977767237485477,0.9072795520232888,17.0,0.918655061252981,-0.3739192361910466,0.7478384723820944,-0.8980055418113951,0.4200194152495171,3.994126073490718,
607,ASO193-216_MT_20210616,ASO199_10,KQ996_10,0.5941637173555236,0.593130779028807,17.0,0.5609910673356753,-0.05624968826510267,0.11249937653020309,-0.12347151573742426,0.9078937561568154,3.8604041880034927,
608,ASO193-216_total_20210616,ASO199_10,KQ996_10,1.831644900670031,0.9261988752789452,17.0,0.7664306766645942,0.5911077555397476,1.1822155110794952,1.699447074987392,0.1995837136300266,2.6532135073632173,
609,ASO193-216_WT_20210616,ASO199_10,KQ996_10,1.8333118635947343,0.985780521529311,17.0,1.1273861056679157,-0.44107387327904146,0.8821477465580851,-1.1037309886944071,0.35125887225243363,2.9605966459610653,
610,ASO193-216_MT_20210616,ASO199_3,KQ996_3,0.2191346985047791,0.6887190035315197,17.0,0.7373099815162781,0.31967693202089215,0.6393538640417843,0.7477234898421752,0.4970662872761257,3.911946645513826,
611,ASO193-216_WT_20210616,ASO199_3,KQ996_3,0.720722209966304,1.3497964660234616,17.0,1.3291881917988126,0.4376255079090466,0.8752510158180871,1.0925137999664116,0.3704652074752975,2.4446513865482515,
34,ASO1-24_WT_20210611,ASO19_3,KQ975_3,1.5048665182903795,0.7532028603309701,2.0,0.7172723896282839,0.4415168674420067,0.8830337348840167,1.1051777998916692,0.3345081746166153,3.774143642057011,
3,ASO1-24_total_20210611,ASO1_10,KQ972_10,0.2458871244912539,0.4016746951009466,1.0,0.4087901966064989,-0.16606345869657105,0.3321269173931421,-0.37000043122726545,0.7428309121871608,2.291431041876723,
4,ASO1-24_MT_20210611,ASO1_10,KQ972_10,0.3821985035093685,0.6541358096556628,1.0,0.6448399939956889,0.3281448196013524,0.6562896392027041,0.7704255168402028,0.4999489689189331,2.8444755792520215,
5,ASO1-24_WT_20210611,ASO1_10,KQ972_10,1.7123318155955063,0.314776641277549,1.0,0.39400199528539276,-0.29448405344331297,0.5889681068866269,-0.6816228749804254,0.5395780475481009,3.3555417041828677,
612,ASO193-216_total_20210616,ASO200_10,KQ487_10,0.0184046752964537,0.6090599529489668,17.0,0.6366387335471798,0.39408312572387577,0.7881662514477531,0.9571781934017778,0.3936825833553369,3.92207185792958,
613,ASO193-216_MT_20210616,ASO202_10,KQ485_10,1.0200190544584644,1.0764764402791436,17.0,0.9658379840734623,0.5857619031555287,1.1715238063110573,1.673236126587791,0.18750819203696228,3.1868760334107784,
614,ASO193-216_total_20210616,ASO202_10,KQ485_10,0.2899771313470426,1.5761109444734005,17.0,1.4338583097973412,-0.06440462675752466,0.12880925351504988,-0.14145595856437196,0.8982291151828018,2.470770087880535,
615,ASO193-216_WT_20210616,ASO202_10,KQ485_10,0.2455879708274176,1.3430016619154062,17.0,1.3915499764139525,0.02025770068281714,0.04051540136563428,0.04439333058753311,0.9669874412847331,3.527991584690311,
616,ASO193-216_MT_20210616,ASO202_3,KQ485_3,1.2684649264148184,0.6517657752593793,17.0,0.6265768930799996,0.5921345108971874,1.1842690217943748,1.7045399982498797,0.16611101788526475,3.857953279498829,
617,ASO193-216_WT_20210616,ASO202_3,KQ485_3,0.1430223182293439,1.1117435919524,17.0,1.1327833526147397,0.5151085709794244,1.0302171419588488,1.3669604349720819,0.2567548398472861,3.324204153484221,
618,ASO193-216_MT_20210616,ASO203_10,KQ484_10,0.2044043364163857,0.4875686239209776,17.0,0.5004308784403404,0.015263274791598136,0.030526549583195325,0.03344483488270372,0.9749359612114601,3.964243195580492,
619,ASO193-216_total_20210616,ASO203_10,KQ484_10,0.3019718476850624,0.7462336724341894,17.0,0.7344107588180971,0.15223515232696866,0.3044703046539373,0.3382673920861281,0.765454601081886,2.1429184471632046,
620,ASO193-216_WT_20210616,ASO203_10,KQ484_10,0.1392165376152712,1.1438160811681704,17.0,1.0000006268890111,-0.4304398626550635,0.8608797253101288,-1.0693911718426654,0.3531236155874679,3.494862879072172,
621,ASO193-216_total_20210616,ASO203_3,KQ484_3,0.7931316150844714,0.6813370115558052,17.0,0.6545020246438913,0.5563269958417214,1.1126539916834448,1.53731707718394,0.2429401727046854,2.4122510811843614,
622,ASO193-216_WT_20210616,ASO204_10,KQ297_10,0.2020250016521122,0.651939426600589,17.0,0.6746305345533378,0.35630557984433164,0.7126111596886633,0.847878307797692,0.45731210472613837,3.080260562457221,
623,ASO193-216_WT_20210616,ASO204_3,KQ297_3,1.607824351905357,0.6925571475897566,17.0,0.5958707368247159,0.42684200463560884,0.8536840092712163,1.057937992171203,0.39536992317298003,2.125070494862581,
